,Place of Interest,Place Address,BiciMAD Station,Station Location,distance (m)
266,Servicio de Inmunoprofilaxis de la Rabia Humana,CALLE MONTESA 22,145 - Ortega y Gasset 87,Calle Ortega y Gasset nº 87,140.94123534097136
